route_id,service_id,trip_id,direction_id,shape_id
L252001,everyday,L252001_F_52,0,shape_ZAAMOUCHE_EL_MERIDJ
L252001,everyday,L252001_B_52,1,shape_EL_MERIDJ_ZAAMOUCHE
L252001,everyday,L252001_F_53,0,shape_ZAAMOUCHE_EL_MERIDJ
L252001,everyday,L252001_B_53,1,shape_EL_MERIDJ_ZAAMOUCHE
L252001,everyday,L252001_F_54,0,shape_ZAAMOUCHE_EL_MERIDJ
L252001,everyday,L252001_B_54,1,shape_EL_MERIDJ_ZAAMOUCHE
L252001,everyday,L252001_F_55,0,shape_ZAAMOUCHE_EL_MERIDJ
L252001,everyday,L252001_B_55,1,shape_EL_MERIDJ_ZAAMOUCHE
L252001,everyday,L252001_F_56,0,shape_ZAAMOUCHE_EL_MERIDJ
L252001,everyday,L252001_B_56,1,shape_EL_MERIDJ_ZAAMOUCHE
L252005,everyday,L252005_F_1,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_1,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_2,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_2,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_3,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_3,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_4,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_4,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_5,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_5,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_6,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_6,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_7,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_7,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_8,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_8,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_9,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_9,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_10,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_10,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_11,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_11,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_12,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_12,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_13,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_13,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_14,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_14,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_15,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_15,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_16,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_16,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_17,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_17,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_18,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_18,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_19,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_19,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_20,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_20,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_21,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_21,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_22,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_22,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_23,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_23,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_24,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_24,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_25,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_25,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_26,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_26,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_27,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_27,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_28,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_28,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_29,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_29,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_30,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_30,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_31,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_31,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_32,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_32,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_33,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_33,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_34,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_34,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_35,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_35,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_36,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_36,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_37,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_37,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_38,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_38,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_39,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_39,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_40,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_40,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_41,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_41,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_42,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_42,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_43,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_43,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_44,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_44,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_45,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_45,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_46,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_46,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_47,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_47,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_48,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_48,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_49,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_49,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_50,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_50,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_51,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_51,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_52,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_52,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_53,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_53,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_54,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_54,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_55,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_55,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252005,everyday,L252005_F_56,0,shape_ZAAMOUCHE_ZIGHOYD_YOUCEF
L252005,everyday,L252005_B_56,1,shape_ZIGHOYD_YOUCEF_ZAAMOUCHE
L252006,everyday,L252006_F_1,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_1,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_2,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_2,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_3,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_3,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_4,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_4,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_5,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_5,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_6,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_6,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_7,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_7,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_8,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_8,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_9,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_9,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_10,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_10,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_11,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_11,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_12,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_12,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_13,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_13,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_14,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_14,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_15,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_15,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_16,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_16,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_17,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_17,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_18,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_18,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_19,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_19,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_20,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_20,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_21,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_21,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_22,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_22,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_23,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_23,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_24,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_24,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_25,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_25,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_26,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_26,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_27,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_27,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_28,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_28,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_29,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_29,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_30,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_30,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_31,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_31,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_32,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_32,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_33,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_33,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_34,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_34,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_35,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_35,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_36,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_36,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_37,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_37,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_38,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_38,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_39,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_39,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_40,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_40,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_41,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_41,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_42,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_42,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_43,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_43,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_44,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_44,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_45,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_45,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_46,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_46,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_47,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_47,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_48,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_48,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_49,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_49,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_50,0,shape_CONSTANTINE_AIN_ABID
L252006,everyday,L252006_B_50,1,shape_AIN_ABID_CONSTANTINE
L252006,everyday,L252006_F_51,0,shape_CONSTANTINE_AIN_ABID
